index,lambda,price,conv,secp,segment
1,5.1822893229891065,167764.409836019,0.27307973221414616,-1.5059897032141887e-6,A2
2,5.749642346572697,131831.67579633786,0.3524411910602305,-1.3980919132361358e-6,A2
3,5.333887021700458,156780.8151195496,0.29708407477522714,-1.4791350958755575e-6,A2
4,5.619179529148173,138933.24209387662,0.3366146168070642,-1.4244365045872095e-6,A2
5,5.41362976687597,151442.99920882925,0.30885082082220255,-1.4643314781530323e-6,A2
6,5.556897692191124,142544.41344136445,0.32857934053862664,-1.4367580257470746e-6,A2
7,5.454611010162366,148809.69921374167,0.3146759634836035,-1.4565643186759474e-6,A2
8,5.526431374550234,144365.9954810358,0.32453145926532934,-1.4427162580276335e-6,A2
9,5.475396965785363,147501.56251646782,0.3175741045857105,-1.4525863421466867e-6,A2
10,5.511359060755286,145280.93683438507,0.32249989610571095,-1.4456460411886688e-6,A2
11,5.485866523954903,146849.5508739749,0.31901963355150437,-1.4505732774513736e-6,A2
12,5.503861896803423,145739.48161818896,0.3214821617298244,-1.4470988103610264e-6,A2
13,5.491120998769365,146524.03819665927,0.3197415476246462,-1.4495606264510882e-6,A2
14,5.500122773719381,145969.03577340188,0.32097278119901784,-1.4478222171744748e-6,A2
15,5.493753328913524,146361.39643083277,0.32010230992968575,-1.449052739501154e-6,A2
16,5.498255471081568,146083.88926847678,0.3207179498679923,-1.4481831961735312e-6,A2
17,5.495070837932784,146280.1000545599,0.3202826513949506,-1.4487983920847788e-6,A2
18,5.497322336319106,146141.33802660552,0.3205904925554297,-1.4483635138182684e-6,A2
19,5.495729962064331,146239.4559512248,0.3203728167132993,-1.448671110901946e-6,A2
20,5.496855874564524,146170.0693508365,0.32052675029568795,-1.4484536342096848e-6,A2
